register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
﻿99400243388,Museu del Modernisme de Barcelona,,,2010-03-17T09:00:58+01:00,2022-02-15T13:20:23.852408+01:00,,,032700,C Balmes,48,,07,la Dreta de l'Eixample,02,Eixample,08007,BARCELONA,True,,222460,20001,Telèfons,Tel.,932722896,True,,55731069,Museus,Planol BCN >> Cultura i lleure >> Biblioteques i museus >> Museus,651,0065103002000001,430055.7567873723,4582268.565978099,41.38890739636273,2.163402681362388
﻿92086019684,Escola d'Enginyeria de Barcelona Est - UPC,,,1990-01-24T00:00:00+01:00,2022-06-30T12:25:15.841283+02:00,,,701559,Avinguda d'Eduard Maristany,16,,70,el Besòs i el Maresme,10,Sant Martí,08019,Barcelona,True,,166172,20012,Telèfons,Consergeria,934137400,True,,56732071,Universitats,Planol BCN >> Educació >> Ensenyament reglat >> Universitats,651,0065103003001003,434982.80739594856,4584858.970695247,41.412651947747435,2.2220511148010376
﻿92086005467,Parc Sanitari Pere Virgili,,,1988-03-14T00:00:00+01:00,2022-09-21T19:13:34.303475+02:00,,,116901,C Esteve Terradas,30,,28,Vallcarca i els Penitents,06,Gràcia,08023,BARCELONA,True,,162350,20001,Telèfons,Tel.,932594000,True,,,,,,,428150.07268896233,4585179.284190155,41.41495508215849,2.140265906627508
﻿92086009447,Mercat de Sant Josep - La Boqueria,,,1984-12-28T00:00:00+01:00,2022-07-15T13:52:44.277098+02:00,,,034308,Carrer la Rambla,89,,01,el Raval,01,Ciutat Vella,08002,Barcelona,True,,161741,20001,Telèfons,Tel.,934132303,True,Informació,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,430789.9118095357,4581500.025629077,41.382048894375004,2.1722707591057397
"﻿92086009448,Mercat de Santa Caterina,,,1984-12-28T00:00:00+01:00,2022-07-15T13:57:59.432059+02:00,,,132952,Av Francesc Cambó,16,,04,""Sant Pere, Santa Caterina i la Ribera"",01,Ciutat Vella,08003,BARCELONA,True,,161718,20006,Telèfons,Informació,934132298,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,431288.34786604624,4581977.8100680085,41.38639488164491,2.1781771121189712"
﻿92086009454,Mercat d'Hostafrancs,,,1984-12-28T00:00:00+01:00,2022-06-16T11:34:13.824574+02:00,,,094809,Carrer de la Creu Coberta,93,,15,Hostafrancs,03,Sants-Montjuïc,08014,Barcelona,True,,161784,20001,Telèfons,Tel.,934132307,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,428406.2821413866,4580758.575369845,41.37516234439833,2.143853943380838
﻿92086009455,Mercat de Sants,,,1984-12-28T00:00:00+01:00,2022-07-26T10:03:40.686802+02:00,,,304209,C Sant Jordi,6,,18,Sants,03,Sants-Montjuïc,08028,BARCELONA,True,,162421,20039,Telèfons,Servei a domicili,932694472,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,427561.26936680474,4580720.238564051,41.37474144032811,2.1337546284183255
﻿92168175397,Centre Esportiu Municipal Piscines Bernat Picornell,,,1992-02-21T00:00:00+01:00,2022-10-21T11:36:50.984239+02:00,,,116402,Av Estadi,30,,11,el Poble-sec,03,Sants-Montjuïc,08038,BARCELONA,True,,172862,20001,Telèfons,Tel.,934234041,True,,57732077,Altres esports,Planol BCN >> Esports >> Esports individuals >> Altres esports,651,0065103004001009,428976.9847999505,4579772.230120345,41.36632923206704,2.1507934502236257
﻿92168175397,Centre Esportiu Municipal Piscines Bernat Picornell,,,1992-02-21T00:00:00+01:00,2022-10-21T11:36:50.984239+02:00,,,116402,Av Estadi,30,,11,el Poble-sec,03,Sants-Montjuïc,08038,BARCELONA,True,,172862,20001,Telèfons,Tel.,934234041,True,,57732071,Fitness,Planol BCN >> Esports >> Esports individuals >> Fitness,651,0065103004001003,428976.9847999505,4579772.230120345,41.36632923206704,2.1507934502236257
﻿92168175397,Centre Esportiu Municipal Piscines Bernat Picornell,,,1992-02-21T00:00:00+01:00,2022-10-21T11:36:50.984239+02:00,,,116402,Av Estadi,30,,11,el Poble-sec,03,Sants-Montjuïc,08038,BARCELONA,True,,172862,20001,Telèfons,Tel.,934234041,True,,57732072,Gimnàstica,Planol BCN >> Esports >> Esports individuals >> Gimnàstica,651,0065103004001004,428976.9847999505,4579772.230120345,41.36632923206704,2.1507934502236257
﻿92168175397,Centre Esportiu Municipal Piscines Bernat Picornell,,,1992-02-21T00:00:00+01:00,2022-10-21T11:36:50.984239+02:00,,,116402,Av Estadi,30,,11,el Poble-sec,03,Sants-Montjuïc,08038,BARCELONA,True,,172862,20001,Telèfons,Tel.,934234041,True,,57732073,Natació,Planol BCN >> Esports >> Esports individuals >> Natació,651,0065103004001005,428976.9847999505,4579772.230120345,41.36632923206704,2.1507934502236257
﻿92168175397,Centre Esportiu Municipal Piscines Bernat Picornell,,,1992-02-21T00:00:00+01:00,2022-10-21T11:36:50.984239+02:00,,,116402,Av Estadi,30,,11,el Poble-sec,03,Sants-Montjuïc,08038,BARCELONA,True,,172862,20001,Telèfons,Tel.,934234041,True,,57345754,Instal·lacions esportives,Planol BCN >> Esports >> Instal·lacions esportives,651,0065102004002,428976.9847999505,4579772.230120345,41.36632923206704,2.1507934502236257
﻿92168175397,Centre Esportiu Municipal Piscines Bernat Picornell,,,1992-02-21T00:00:00+01:00,2022-10-21T11:36:50.984239+02:00,,,116402,Av Estadi,30,,11,el Poble-sec,03,Sants-Montjuïc,08038,BARCELONA,True,,172862,20001,Telèfons,Tel.,934234041,True,,57733068,Instal·lacions esportives municipals,Planol BCN >> Esports >> Instal·lacions esportives >> Instal·lacions esportives municipals,651,0065103004002000,428976.9847999505,4579772.230120345,41.36632923206704,2.1507934502236257
﻿99400098771,Edifici Patronat Ribas,,,2004-11-04T13:14:27+01:00,2022-09-17T06:20:36.054449+02:00,,,352507,Pg Vall d'Hebron,93,,39,Sant Genís dels Agudells,07,Horta-Guinardó,08035,BARCELONA,True,,,,,,,,,,,,,,428227.44874896086,4586063.885584054,41.422929218509935,2.1410866943487545
﻿92086004491,Temple Expiatori de la Sagrada Família - Basílica,,,1988-07-06T00:00:00+02:00,2022-10-03T17:26:54.581090+02:00,,,268003,Carrer de Provença,450,,06,la Sagrada Família,02,Eixample,08025,Barcelona,True,,160582,20001,Telèfons,Tel.,932080414,True,Servei d'Atenció al Visitant,,,,,,430951.4877399339,4583930.481950214,41.40395313063026,2.173925859874078
﻿92086008787,Universitat de Barcelona,,,1991-11-26T00:00:00+01:00,2022-06-30T11:40:34.213421+02:00,,,169409,G.V. Corts Catalanes,585,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08007,BARCELONA,True,,161915,20003,Telèfons,Centraleta,934021100,True,,56732071,Universitats,Planol BCN >> Educació >> Ensenyament reglat >> Universitats,651,0065103003001003,430105.75635522796,4582009.3515178105,41.38657708352391,2.164030568391206
﻿92086003483,Casal de Barri Font d'en Fargues,,,1991-05-03T00:00:00+02:00,2021-04-08T11:50:06.208080+02:00,,,248800,C Pedrell,67,,36,la Font d'en Fargues,07,Horta-Guinardó,08032,BARCELONA,True,,160012,20001,Telèfons,Tel.,934 205 941,True,,55733069,Casals de barri,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals de barri,651,0065103002002001,430247.9471045558,4586200.03567975,41.424333431530485,2.16524810902057
﻿92086003483,Casal de Barri Font d'en Fargues,,,1991-05-03T00:00:00+02:00,2021-04-08T11:50:06.208080+02:00,,,248800,C Pedrell,67,,36,la Font d'en Fargues,07,Horta-Guinardó,08032,BARCELONA,True,,160012,20001,Telèfons,Tel.,934 205 941,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430247.9471045558,4586200.03567975,41.424333431530485,2.16524810902057
﻿99400191003,Parc de la Primavera,,,2007-09-26T11:08:35+02:00,2022-05-23T16:51:53.814091+02:00,,,086902,C Nou de la Rambla,203,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,219029,20001,Telèfons,Tel.,010,True,,55737068,Parcs i jardins,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,651,0065103002006000,430239.2994283526,4580219.047020415,41.370463961160546,2.1658337161656225
﻿99400267330,Centre Comercial Arenas de Barcelona,,,2011-03-25T11:12:32+01:00,2022-09-17T07:35:00.733404+02:00,,,169409,G.V. Corts Catalanes,373,,09,la Nova Esquerra de l'Eixample,02,Eixample,08015,BARCELONA,True,,224334,20001,Telèfons,Tel.,932890244,True,,58731071,Grans centres comercials,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,651,0065103005000003,428919.128134815,4580850.788577912,41.376038338441205,2.1499752959539173
﻿99400143851,Biblioteca Jaume Fuster,,,2005-09-29T13:44:43+02:00,2022-09-27T12:29:02.539018+02:00,,,123408,Plaça de Lesseps,20,,28,Vallcarca i els Penitents,06,Gràcia,08023,Barcelona,True,,213766,20001,Telèfons,Tel.,933684564,True,,55731068,Biblioteques,Planol BCN >> Cultura i lleure >> Biblioteques i museus >> Biblioteques,651,0065103002000000,428936.65922686737,4584342.780512195,41.40749096939712,2.149775202551298
﻿99400143851,Biblioteca Jaume Fuster,,,2005-09-29T13:44:43+02:00,2022-09-27T12:29:02.539018+02:00,,,123408,Plaça de Lesseps,20,,28,Vallcarca i els Penitents,06,Gràcia,08023,Barcelona,True,,213766,20001,Telèfons,Tel.,933684564,True,,55731070,Biblioteques municipals,Planol BCN >> Cultura i lleure >> Biblioteques i museus >> Biblioteques municipals,651,0065103002000002,428936.65922686737,4584342.780512195,41.40749096939712,2.149775202551298
﻿99400143851,Biblioteca Jaume Fuster,,,2005-09-29T13:44:43+02:00,2022-09-27T12:29:02.539018+02:00,,,123408,Plaça de Lesseps,20,,28,Vallcarca i els Penitents,06,Gràcia,08023,Barcelona,True,,213766,20001,Telèfons,Tel.,933684564,True,,55731073,Sales d'estudi,Planol BCN >> Cultura i lleure >> Biblioteques i museus >> Sales d'estudi,651,0065103002000005,428936.65922686737,4584342.780512195,41.40749096939712,2.149775202551298
﻿92086008866,Casa Amatller,,,1984-12-10T00:00:00+01:00,2022-09-16T10:24:02.446625+02:00,,,148307,Pg Gràcia,41,,07,la Dreta de l'Eixample,02,Eixample,08007,BARCELONA,True,,162410,20001,Telèfons,Tel.,934617460,True,Venda d'entrades,,,,,,430201.6353074246,4582567.556090991,41.39161297296297,2.1651128906872135
﻿96066141427,Casa Vilaró,,,1996-03-06T00:00:00+01:00,2022-09-17T05:19:25.069545+02:00,,,083609,Av Coll del Portell,43,,30,la Salut,06,Gràcia,08024,BARCELONA,True,,,,,,,,,,,,,,429079.4897490935,4584771.6493604565,41.41136623661587,2.1514336299595516
"﻿99400090094,Castell dels Tres Dragons,,,2004-06-10T13:45:08+02:00,2022-06-28T14:39:03.134305+02:00,,,201400,Pg Picasso,5,,04,""Sant Pere, Santa Caterina i la Ribera"",01,Ciutat Vella,08003,BARCELONA,True,,,,,,,,,,,,,,431725.5865778782,4582164.3063367335,41.38811182882805,2.1833851582204953"
﻿92086004419,Centre Cívic La Sedeta,,,1984-05-30T00:00:00+02:00,2022-07-13T08:35:50.929893+02:00,,,325005,Carrer de Sicília,321,,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,08025,Barcelona,True,,160753,20001,Telèfons,Tel.,934591228,True,,55733072,Centres cívics,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,651,0065103002002004,430431.78075060085,4584115.699037433,41.40557651201225,2.167687591797475
﻿92086004419,Centre Cívic La Sedeta,,,1984-05-30T00:00:00+02:00,2022-07-13T08:35:50.929893+02:00,,,325005,Carrer de Sicília,321,,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,08025,Barcelona,True,,160753,20001,Telèfons,Tel.,934591228,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430431.78075060085,4584115.699037433,41.40557651201225,2.167687591797475
﻿92086004430,Parròquia de l'Immaculat Cor de Maria,,,1986-04-24T00:00:00+02:00,2022-09-17T03:56:49.356157+02:00,,,297001,C Sant Antoni Maria Claret,45,,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,08025,BARCELONA,True,,160776,20001,Telèfons,Tel.,934586076,True,,59731075,Esglésies catòliques,Planol BCN >> Llocs de culte >> Llocs de culte >> Esglésies catòliques,651,0065103006000007,430340.7706259227,4584158.1696045315,41.405951148357936,2.1665939713495646
﻿92086023143,Club Natació Sant Andreu,,,1987-11-10T00:00:00+01:00,2021-12-17T10:46:56.036664+01:00,,,701326,Rbla Fabra i Puig,47,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,165877,20001,Telèfons,Tel.,933456789,True,,57731071,Futbol sala,Planol BCN >> Esports >> Esports d'equip >> Futbol sala,651,0065103004000003,432014.14183308766,4586817.982017477,41.43005047129457,2.186313336459395
﻿92086023143,Club Natació Sant Andreu,,,1987-11-10T00:00:00+01:00,2021-12-17T10:46:56.036664+01:00,,,701326,Rbla Fabra i Puig,47,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,165877,20001,Telèfons,Tel.,933456789,True,,57731073,Tennis,Planol BCN >> Esports >> Esports d'equip >> Tennis,651,0065103004000005,432014.14183308766,4586817.982017477,41.43005047129457,2.186313336459395
﻿92086023143,Club Natació Sant Andreu,,,1987-11-10T00:00:00+01:00,2021-12-17T10:46:56.036664+01:00,,,701326,Rbla Fabra i Puig,47,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,165877,20001,Telèfons,Tel.,933456789,True,,57732077,Altres esports,Planol BCN >> Esports >> Esports individuals >> Altres esports,651,0065103004001009,432014.14183308766,4586817.982017477,41.43005047129457,2.186313336459395
﻿92086023143,Club Natació Sant Andreu,,,1987-11-10T00:00:00+01:00,2021-12-17T10:46:56.036664+01:00,,,701326,Rbla Fabra i Puig,47,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,165877,20001,Telèfons,Tel.,933456789,True,,57732074,Esquaix,Planol BCN >> Esports >> Esports individuals >> Esquaix,651,0065103004001006,432014.14183308766,4586817.982017477,41.43005047129457,2.186313336459395
﻿92086023143,Club Natació Sant Andreu,,,1987-11-10T00:00:00+01:00,2021-12-17T10:46:56.036664+01:00,,,701326,Rbla Fabra i Puig,47,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,165877,20001,Telèfons,Tel.,933456789,True,,57732071,Fitness,Planol BCN >> Esports >> Esports individuals >> Fitness,651,0065103004001003,432014.14183308766,4586817.982017477,41.43005047129457,2.186313336459395
﻿92086023143,Club Natació Sant Andreu,,,1987-11-10T00:00:00+01:00,2021-12-17T10:46:56.036664+01:00,,,701326,Rbla Fabra i Puig,47,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,165877,20001,Telèfons,Tel.,933456789,True,,57732072,Gimnàstica,Planol BCN >> Esports >> Esports individuals >> Gimnàstica,651,0065103004001004,432014.14183308766,4586817.982017477,41.43005047129457,2.186313336459395
﻿92086023143,Club Natació Sant Andreu,,,1987-11-10T00:00:00+01:00,2021-12-17T10:46:56.036664+01:00,,,701326,Rbla Fabra i Puig,47,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,165877,20001,Telèfons,Tel.,933456789,True,,57732073,Natació,Planol BCN >> Esports >> Esports individuals >> Natació,651,0065103004001005,432014.14183308766,4586817.982017477,41.43005047129457,2.186313336459395
﻿92086023143,Club Natació Sant Andreu,,,1987-11-10T00:00:00+01:00,2021-12-17T10:46:56.036664+01:00,,,701326,Rbla Fabra i Puig,47,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,165877,20001,Telèfons,Tel.,933456789,True,,57732075,Tennis taula,Planol BCN >> Esports >> Esports individuals >> Tennis taula,651,0065103004001007,432014.14183308766,4586817.982017477,41.43005047129457,2.186313336459395
﻿92086023143,Club Natació Sant Andreu,,,1987-11-10T00:00:00+01:00,2021-12-17T10:46:56.036664+01:00,,,701326,Rbla Fabra i Puig,47,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,165877,20001,Telèfons,Tel.,933456789,True,,57345754,Instal·lacions esportives,Planol BCN >> Esports >> Instal·lacions esportives,651,0065102004002,432014.14183308766,4586817.982017477,41.43005047129457,2.186313336459395
﻿92086011860,Escultura Fray Pedro Ponce de León,,,1985-03-28T00:00:00+01:00,2021-09-09T02:13:47.501766+02:00,,,305100,Pg Sant Joan,210,,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,08037,BARCELONA,True,,,,,,,,,,,,,,430039.3995886436,4583989.244189697,41.404403526651755,2.1630082494784415
﻿92086011869,Obelisc del Cinc d'Oros,,,1985-03-29T00:00:00+01:00,2021-09-09T02:13:47.389410+02:00,,,359404,Pl Joan Carles I,9999,,07,la Dreta de l'Eixample,02,Eixample,08008,BARCELONA,True,,,,,,,,,,,,,,429738.68269223964,4583116.547639294,41.396517237885504,2.159512198746821
﻿99400204922,Telefèric de Barcelona,,,2008-04-22T14:37:02+02:00,2021-04-22T14:26:50.786623+02:00,,,224904,Pg Joan Borbó C Barcelona,88,,03,la Barceloneta,01,Ciutat Vella,08039,BARCELONA,True,,220344,20001,Telèfons,Tel.,932252718,True,Torre Sant Sebastià,63733070,Telefèric,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Telefèric,651,0065103010002002,432085.56941252534,4580510.859547395,41.37325014627403,2.187875716121665
﻿99400071818,Barcelona - Casa Vídua Marfà,,,2004-01-19T18:44:52+01:00,2021-09-09T02:14:02.057593+02:00,,,148307,Pg Gràcia,66,,07,la Dreta de l'Eixample,02,Eixample,08007,BARCELONA,True,,,,,,,,,,,,,,430135.1959184668,4582734.605447484,41.39311176171059,2.1642989926981406
"﻿99400245589,Casa del Guarda -  Espai d'Interpretació del Pantà de Vallvidrera,92086029622,Consorci del Parc Natural de la Serra de Collserola,2010-04-20T13:55:00+02:00,2022-08-05T11:07:59.496877+02:00,,,243807,Camí del Pantà,40,,22,""Vallvidrera, el Tibidabo i les Planes"",05,Sarrià-Sant Gervasi,08017,Barcelona,True,,222928,20040,Telèfons,Reserves,932803552,True,(Centre d'Informació del Parc de Collserola),,,,,,424567.0874594975,4585287.165358428,41.415598383773975,2.0973845422401483"
﻿92086008813,Torre Bellesguard  Gaudí - Casa Figueres,,,1984-12-07T00:00:00+01:00,2022-10-03T17:42:54.975205+02:00,,,038105,C Bellesguard,16,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,162485,20048,Telèfons,Informació i reserves,932504093,True,,,,,,,427020.935791098,4584547.749105636,41.40916538840938,2.126832670465789
﻿92086001699,Club Natació Barcelona,,,1984-05-30T00:00:00+02:00,2022-09-20T14:32:09.648781+02:00,,,224904,Pg Joan Borbó C Barcelona,93,,03,la Barceloneta,01,Ciutat Vella,08039,BARCELONA,True,,160028,20001,Telèfons,Tel.,932214600,True,,57731068,Bàsquet,Planol BCN >> Esports >> Esports d'equip >> Bàsquet,651,0065103004000000,432081.3394979735,4580291.406689088,41.37127323270199,2.187849724478972
﻿92086001699,Club Natació Barcelona,,,1984-05-30T00:00:00+02:00,2022-09-20T14:32:09.648781+02:00,,,224904,Pg Joan Borbó C Barcelona,93,,03,la Barceloneta,01,Ciutat Vella,08039,BARCELONA,True,,160028,20001,Telèfons,Tel.,932214600,True,,57731070,Frontennis,Planol BCN >> Esports >> Esports d'equip >> Frontennis,651,0065103004000002,432081.3394979735,4580291.406689088,41.37127323270199,2.187849724478972
﻿92086001699,Club Natació Barcelona,,,1984-05-30T00:00:00+02:00,2022-09-20T14:32:09.648781+02:00,,,224904,Pg Joan Borbó C Barcelona,93,,03,la Barceloneta,01,Ciutat Vella,08039,BARCELONA,True,,160028,20001,Telèfons,Tel.,932214600,True,,57731071,Futbol sala,Planol BCN >> Esports >> Esports d'equip >> Futbol sala,651,0065103004000003,432081.3394979735,4580291.406689088,41.37127323270199,2.187849724478972
